region_id,scene_date,ndvi,ndvi_change,vegetation_cover,snow_cover,grassland_type,degradation_level,carrying_capacity_sheep_unit,data_source,source_id,dataset_name,is_sample
rikaze-jiangzi,2024-07-15,0.5134,0%,51%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-jiangzi,2024-08-15,0.4304,0%,43%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-jiangzi,2024-09-15,0.4274,0%,43%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-jiangzi,2024-10-15,0.3087,0%,31%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-jiangzi,2024-11-15,0.3128,0%,31%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-jiangzi,2024-12-15,0.3106,0%,31%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-01-15,0.2768,0%,28%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-02-15,0.1939,0%,19%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-03-15,0.3048,0%,30%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-04-15,0.3263,0%,33%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-05-15,0.3817,0%,38%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-06-15,0.3706,0%,37%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-07-15,0.3471,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-08-15,0.31,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-09-15,0.2574,0%,26%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-10-15,0.2673,0%,27%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-11-15,0.2286,0%,23%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-kangma,2024-12-15,0.2814,0%,28%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-01-15,0.2338,0%,23%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-02-15,0.3494,0%,35%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-03-15,0.3803,0%,38%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-04-15,0.3857,0%,39%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-05-15,0.4147,0%,41%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-06-15,0.4491,0%,45%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-07-15,0.4966,0%,50%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-08-15,0.3903,0%,39%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-09-15,0.3736,0%,37%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-10-15,0.3887,0%,39%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-11-15,0.3031,0%,30%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-xietongmen,2024-12-15,0.2899,0%,29%,0%,河谷草地,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-01-15,0.2061,0%,21%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-02-15,0.2539,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-03-15,0.228,0%,23%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-04-15,0.2967,0%,30%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-05-15,0.3435,0%,34%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-06-15,0.374,0%,37%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-07-15,0.389,0%,39%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-08-15,0.3244,0%,32%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-09-15,0.2614,0%,26%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-10-15,0.2752,0%,28%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-11-15,0.2498,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
rikaze-zhongba,2024-12-15,0.2355,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-01-15,0.2034,0%,20%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-02-15,0.2783,0%,28%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-03-15,0.2777,0%,28%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-04-15,0.3295,0%,33%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-05-15,0.3739,0%,37%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-06-15,0.3675,0%,37%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-07-15,0.3542,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-08-15,0.3903,0%,39%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-09-15,0.3022,0%,30%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-10-15,0.2526,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-11-15,0.2377,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
shannan-cuona,2024-12-15,0.2652,0%,27%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-01-15,0.2185,0%,22%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-02-15,0.1998,0%,20%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-03-15,0.2887,0%,29%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-04-15,0.3072,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-05-15,0.3133,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-06-15,0.3649,0%,36%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-07-15,0.3602,0%,36%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-08-15,0.3084,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-09-15,0.3069,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-10-15,0.2919,0%,29%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-11-15,0.2129,0%,21%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-chengduo,2024-12-15,0.2322,0%,23%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-01-15,0.2245,0%,22%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-02-15,0.3123,0%,31%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-03-15,0.2192,0%,22%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-04-15,0.3294,0%,33%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-05-15,0.3265,0%,33%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-06-15,0.3462,0%,35%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-07-15,0.4026,0%,40%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-08-15,0.3254,0%,33%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-09-15,0.3621,0%,36%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-10-15,0.2482,0%,25%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-11-15,0.2448,0%,24%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
yushu-zaduo,2024-12-15,0.206,0%,21%,0%,高寒草甸,待评估,,sample,remote-sensing,Remote_Sensing,true
