region_id,scene_date,ndvi,ndvi_change,vegetation_cover,snow_cover,grassland_type,degradation_level,carrying_capacity_sheep_unit,data_source,source_id,dataset_name,is_sample
naqu-anduo,2024-07-15,0.349,0%,35%,44.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-anduo,2024-08-15,0.3502,0%,35%,33.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-anduo,2024-09-15,0.314,0%,31%,34.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-anduo,2024-10-15,0.2719,0%,27%,34.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-anduo,2024-11-15,0.2538,0%,25%,38.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-anduo,2024-12-15,0.2351,0%,24%,35.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-01-15,0.2201,0%,22%,65.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-02-15,0.2391,0%,24%,68.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-03-15,0.2718,0%,27%,61.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-04-15,0.3296,0%,33%,56.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-05-15,0.3319,0%,33%,48.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-06-15,0.3043,0%,30%,40.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-07-15,0.3556,0%,36%,33.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-08-15,0.3177,0%,32%,36.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-09-15,0.2884,0%,29%,26.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-10-15,0.2649,0%,26%,31.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-11-15,0.2413,0%,24%,30.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-bange,2024-12-15,0.2557,0%,26%,33.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-01-15,0.2506,0%,25%,65.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-02-15,0.2371,0%,24%,61.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-03-15,0.2864,0%,29%,57.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-04-15,0.316,0%,32%,54.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-05-15,0.3592,0%,36%,49.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-06-15,0.3158,0%,32%,41.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-07-15,0.3626,0%,36%,38.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-08-15,0.2803,0%,28%,31.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-09-15,0.2163,0%,22%,25.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-10-15,0.2432,0%,24%,33.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-11-15,0.2068,0%,21%,25.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-nierong,2024-12-15,0.247,0%,25%,26.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-01-15,0.2441,0%,24%,56.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-02-15,0.2476,0%,25%,56.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-03-15,0.253,0%,25%,54.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-04-15,0.2781,0%,28%,45.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-05-15,0.3431,0%,34%,37.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-06-15,0.3886,0%,39%,38.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-07-15,0.3468,0%,35%,32.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-08-15,0.3225,0%,32%,30.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-09-15,0.3108,0%,31%,28.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-10-15,0.2178,0%,22%,25.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-11-15,0.2249,0%,22%,30.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-seni,2024-12-15,0.2355,0%,24%,26.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-01-15,0.2056,0%,21%,64.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-02-15,0.2228,0%,22%,63.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-03-15,0.261,0%,26%,57.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-04-15,0.3235,0%,32%,52.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-05-15,0.3282,0%,33%,46.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-06-15,0.4193,0%,42%,40.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-07-15,0.321,0%,32%,32.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-08-15,0.2927,0%,29%,34.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-09-15,0.3179,0%,32%,33.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-10-15,0.3041,0%,30%,36.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-11-15,0.2495,0%,25%,33.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
naqu-shenzha,2024-12-15,0.2458,0%,25%,32.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-01-15,0.308,0%,31%,39.4%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-02-15,0.2908,0%,29%,35.0%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-03-15,0.3702,0%,37%,36.2%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-04-15,0.3659,0%,37%,28.6%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-05-15,0.46,0%,46%,27.4%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-06-15,0.4492,0%,45%,18.5%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-07-15,0.5134,0%,51%,13.9%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-08-15,0.4304,0%,43%,10.4%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-09-15,0.4274,0%,43%,13.0%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-10-15,0.3087,0%,31%,18.3%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-11-15,0.3128,0%,31%,6.8%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-jiangzi,2024-12-15,0.3106,0%,31%,8.5%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-01-15,0.2768,0%,28%,47.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-02-15,0.1939,0%,19%,46.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-03-15,0.3048,0%,30%,39.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-04-15,0.3263,0%,33%,43.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-05-15,0.3817,0%,38%,31.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-06-15,0.3706,0%,37%,32.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-07-15,0.3471,0%,35%,21.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-08-15,0.31,0%,31%,14.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-09-15,0.2574,0%,26%,22.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-10-15,0.2673,0%,27%,25.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-11-15,0.2286,0%,23%,23.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-kangma,2024-12-15,0.2814,0%,28%,25.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-01-15,0.2338,0%,23%,43.3%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-02-15,0.3494,0%,35%,37.5%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-03-15,0.3803,0%,38%,37.0%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-04-15,0.3857,0%,39%,34.8%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-05-15,0.4147,0%,41%,27.7%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-06-15,0.4491,0%,45%,21.8%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-07-15,0.4966,0%,50%,11.2%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-08-15,0.3903,0%,39%,18.9%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-09-15,0.3736,0%,37%,15.9%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-10-15,0.3887,0%,39%,19.5%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-11-15,0.3031,0%,30%,21.1%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-xietongmen,2024-12-15,0.2899,0%,29%,12.6%,河谷草地,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-01-15,0.2061,0%,21%,58.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-02-15,0.2539,0%,25%,57.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-03-15,0.228,0%,23%,56.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-04-15,0.2967,0%,30%,47.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-05-15,0.3435,0%,34%,45.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-06-15,0.374,0%,37%,35.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-07-15,0.389,0%,39%,31.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-08-15,0.3244,0%,32%,30.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-09-15,0.2614,0%,26%,29.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-10-15,0.2752,0%,28%,29.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-11-15,0.2498,0%,25%,27.7%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
rikaze-zhongba,2024-12-15,0.2355,0%,24%,33.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-01-15,0.2034,0%,20%,51.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-02-15,0.2783,0%,28%,49.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-03-15,0.2777,0%,28%,46.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-04-15,0.3295,0%,33%,37.8%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-05-15,0.3739,0%,37%,37.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-06-15,0.3675,0%,37%,35.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-07-15,0.3542,0%,35%,25.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-08-15,0.3903,0%,39%,19.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-09-15,0.3022,0%,30%,18.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-10-15,0.2526,0%,25%,21.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-11-15,0.2377,0%,24%,19.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
shannan-cuona,2024-12-15,0.2652,0%,27%,18.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-01-15,0.2185,0%,22%,44.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-02-15,0.1998,0%,20%,50.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-03-15,0.2887,0%,29%,46.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-04-15,0.3072,0%,31%,35.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-05-15,0.3133,0%,31%,29.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-06-15,0.3649,0%,36%,27.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-07-15,0.3602,0%,36%,19.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-08-15,0.3084,0%,31%,19.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-09-15,0.3069,0%,31%,20.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-10-15,0.2919,0%,29%,21.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-11-15,0.2129,0%,21%,21.4%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-chengduo,2024-12-15,0.2322,0%,23%,14.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-01-15,0.2245,0%,22%,43.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-02-15,0.3123,0%,31%,53.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-03-15,0.2192,0%,22%,45.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-04-15,0.3294,0%,33%,41.3%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-05-15,0.3265,0%,33%,33.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-06-15,0.3462,0%,35%,32.9%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-07-15,0.4026,0%,40%,26.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-08-15,0.3254,0%,33%,19.5%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-09-15,0.3621,0%,36%,24.6%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-10-15,0.2482,0%,25%,15.1%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-11-15,0.2448,0%,24%,15.0%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
yushu-zaduo,2024-12-15,0.206,0%,21%,22.2%,高寒草甸,待评估,,modis,modis-ndvi-snow-2024,MODIS_MOD13Q1_MOD10A1_2024,false
